2023 Next Generation MCAS Achievement Results ,,,,,,,,,,,,,,,,,
District Name,District Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP
Wayland,03150000,ELA,         910,72,         203,16,         707,56,         297,23,          64,5,"       1,271",99,     510,          55,"       1,037"
Wayland,03150000,MATH,         957,76,         313,25,         644,51,         267,21,          38,3,"       1,262",99,     515,          58,"       1,026"
Wayland,03150000,SCI,         326,75,          89,21,         237,55,          97,22,          10,2,         433,97,     513,,
Webster,03160000,ELA,         186,21,          14,2,         172,20,         418,47,         277,31,         881,98,     481,          47,         642
Webster,03160000,MATH,         168,19,          11,1,         157,18,         452,51,         270,30,         890,99,     482,          45,         648
Webster,03160000,SCI,          54,20,           6,2,          48,18,         133,49,          86,32,         273,98,     483,,
Wellesley,03170000,ELA,"       1,396",76,         439,24,         957,52,         367,20,          85,5,"       1,848",99,     514,          57,"       1,455"
Wellesley,03170000,MATH,"       1,420",77,         423,23,         997,54,         343,19,          80,4,"       1,843",99,     514,          59,"       1,447"
Wellesley,03170000,SCI,         487,77,         159,25,         328,52,         121,19,          27,4,         635,98,     515,,
Wellfleet,03180000,ELA,          26,57,           2,4,          24,52,          19,41,           1,2,          46,100,     501,          65,          32
Wellfleet,03180000,MATH,          18,39,           0,0,          18,39,          25,54,           3,7,          46,100,     496,          59,          32
Wellfleet,03180000,SCI,           8,57,           3,21,           5,36,           6,43,           0,0,          14,100,     508,,
West Boylston,03220000,ELA,         194,48,          37,9,         157,39,         164,40,          47,12,         405,100,     500,          56,         319
West Boylston,03220000,MATH,         216,53,          38,9,         178,44,         164,41,          24,6,         404,100,     503,          56,         317
West Boylston,03220000,SCI,          69,51,          14,10,          55,41,          57,43,           8,6,         134,99,     503,,
West Bridgewater,03230000,ELA,         254,40,          25,4,         229,36,         298,47,          78,12,         630,99,     494,          47,         506
West Bridgewater,03230000,MATH,         244,39,          23,4,         221,35,         317,50,          69,11,         630,99,     495,          51,         507
West Bridgewater,03230000,SCI,          69,32,           3,1,          66,31,         109,51,          36,17,         214,99,     490,,
West Springfield,03320000,ELA,         626,36,          86,5,         540,31,         753,44,         349,20,"       1,728",100,     491,          50,"       1,309"
West Springfield,03320000,MATH,         534,31,          55,3,         479,28,         855,50,         332,19,"       1,721",99,     490,          47,"       1,303"
West Springfield,03320000,SCI,         208,37,          36,6,         172,30,         251,44,         107,19,         566,99,     492,,
Westborough,03210000,ELA,"       1,119",65,         301,17,         818,47,         459,27,         151,9,"       1,729",99,     507,          56,"       1,321"
Westborough,03210000,MATH,"       1,147",66,         345,20,         802,46,         446,26,         133,8,"       1,726",99,     509,          57,"       1,327"
Westborough,03210000,SCI,         404,68,         109,18,         295,50,         136,23,          51,9,         591,99,     509,,
Westfield,03250000,ELA,         760,37,          89,4,         671,32,         910,44,         404,19,"       2,074",99,     491,          49,"       1,615"
Westfield,03250000,MATH,         647,31,          49,2,         598,29,         985,48,         437,21,"       2,069",99,     489,          46,"       1,609"
Westfield,03250000,SCI,         192,30,          17,3,         175,27,         292,46,         153,24,         637,98,     487,,
Westford,03260000,ELA,"       1,426",65,         279,13,"       1,147",52,         627,29,         144,7,"       2,197",99,     507,          54,"       1,757"
Westford,03260000,MATH,"       1,561",71,         444,20,"       1,117",51,         527,24,         104,5,"       2,192",99,     512,          57,"       1,755"
Westford,03260000,SCI,         497,66,         112,15,         385,51,         227,30,          27,4,         751,99,     508,,
Westhampton,03270000,ELA,          30,54,           5,9,          25,45,          21,38,           5,9,          56,100,     504,          57,          40
Westhampton,03270000,MATH,          34,62,           8,15,          26,47,          15,27,           6,11,          55,98,     507,          65,          40
Westhampton,03270000,SCI,           7,64,           2,18,           5,45,           4,36,           0,0,          11,100,     512,,
Weston,03300000,ELA,         641,75,         221,26,         420,49,         188,22,          29,3,         858,99,     515,          56,         663
Weston,03300000,MATH,         632,74,         219,26,         413,48,         201,23,          24,3,         857,99,     515,          49,         663
Weston,03300000,SCI,         211,77,          70,25,         141,51,          55,20,           9,3,         275,99,     515,,
Westport,03310000,ELA,         276,37,          22,3,         254,34,         336,45,         131,18,         743,99,     492,          47,         592
Westport,03310000,MATH,         304,41,          30,4,         274,37,         348,47,          92,12,         744,100,     495,          50,         596
Westport,03310000,SCI,         119,46,          16,6,         103,40,         106,41,          31,12,         256,99,     498,,
Westwood,03350000,ELA,         933,71,         270,21,         663,50,         313,24,          67,5,"       1,313",100,     512,          53,"       1,096"
Westwood,03350000,MATH,         939,72,         248,19,         691,53,         303,23,          69,5,"       1,311",99,     511,          55,"       1,090"
Westwood,03350000,SCI,         334,73,          89,20,         245,54,         104,23,          17,4,         455,99,     513,,
Weymouth,03360000,ELA,         931,40,         144,6,         787,34,         945,41,         448,19,"       2,324",99,     493,          49,"       1,794"
Weymouth,03360000,MATH,         876,38,         124,5,         752,32,"       1,043",45,         414,18,"       2,333",99,     493,          45,"       1,805"
Weymouth,03360000,SCI,         248,31,          34,4,         214,27,         388,49,         164,21,         800,99,     489,,
Whately,03370000,ELA,          33,53,           4,6,          29,47,          22,35,           7,11,          62,100,     500,          60,          46
Whately,03370000,MATH,          28,45,           4,6,          24,39,          26,42,           8,13,          62,100,     494,          45,          46
Whately,03370000,SCI,           4,29,           0,0,           4,29,           8,57,           2,14,          14,100,     490,,
Whitman-Hanson,07800000,ELA,         719,44,          98,6,         621,38,         650,40,         255,16,"       1,624",99,     495,          48,"       1,288"
Whitman-Hanson,07800000,MATH,         677,42,          87,5,         590,36,         720,44,         226,14,"       1,623",99,     495,          48,"       1,285"
Whitman-Hanson,07800000,SCI,         262,48,          32,6,         230,42,         228,41,          60,11,         550,98,     498,,
Williamsburg,03400000,ELA,          44,58,          12,16,          32,42,          28,37,           4,5,          76,100,     506,          65,          54
Williamsburg,03400000,MATH,          54,72,          11,15,          43,57,          19,25,           2,3,          75,99,     509,          66,          52
Williamsburg,03400000,SCI,          16,89,           8,44,           8,44,           2,11,           0,0,          18,100,     525,,
Wilmington,03420000,ELA,         609,45,          75,6,         534,40,         591,44,         151,11,"       1,351",99,     497,          46,"       1,073"
Wilmington,03420000,MATH,         724,54,         113,8,         611,45,         511,38,         117,9,"       1,352",99,     501,          53,"       1,072"
Wilmington,03420000,SCI,         213,47,          27,6,         186,41,         197,44,          41,9,         451,99,     499,,
Winchendon,03430000,ELA,         144,26,          11,2,         133,24,         307,55,         112,20,         563,98,     487,          45,         421
Winchendon,03430000,MATH,         107,19,           8,1,          99,17,         318,56,         141,25,         566,98,     484,          50,         422
Winchendon,03430000,SCI,          56,31,           5,3,          51,28,          95,52,          31,17,         182,97,     491,,
Winchester,03440000,ELA,"       1,413",69,         303,15,"       1,110",54,         546,27,          98,5,"       2,057",99,     509,          54,"       1,606"
Winchester,03440000,MATH,"       1,448",70,         397,19,"       1,051",51,         522,25,          94,5,"       2,064",100,     511,          56,"       1,604"
Winchester,03440000,SCI,         501,75,         134,20,         367,55,         135,20,          32,5,         668,99,     513,,
Winthrop,03460000,ELA,         367,44,          40,5,         327,39,         351,42,         121,14,         839,99,     495,          52,         631
Winthrop,03460000,MATH,         344,41,          38,4,         306,36,         377,45,         124,15,         845,100,     495,          59,         634
Winthrop,03460000,SCI,         111,43,          20,8,          91,35,         112,43,          38,15,         261,100,     496,,
Woburn,03470000,ELA,         771,40,          92,5,         679,36,         791,42,         343,18,"       1,905",99,     493,          47,"       1,437"
Woburn,03470000,MATH,         688,36,          84,4,         604,32,         863,45,         357,19,"       1,908",99,     492,          45,"       1,441"
Woburn,03470000,SCI,         252,41,          41,7,         211,34,         259,42,         109,18,         620,98,     494,,
Worcester,03480000,ELA,"       2,706",27,         328,3,"       2,378",24,"       4,146",41,"       3,199",32,"      10,051",99,     484,          50,"       7,237"
Worcester,03480000,MATH,"       2,418",24,         254,3,"       2,164",22,"       4,417",44,"       3,216",32,"      10,051",99,     484,          50,"       7,215"
Worcester,03480000,SCI,         836,25,          95,3,         741,22,"       1,451",43,"       1,093",32,"       3,380",98,     484,,
Worthington,03490000,ELA,          12,34,           1,3,          11,31,          19,54,           4,11,          35,100,     493,          42,          26
Worthington,03490000,MATH,          12,34,           0,0,          12,34,          17,49,           6,17,          35,100,     487,          39,          26
Worthington,03490000,SCI,           5,36,           0,0,           5,36,           9,64,           0,0,          14,100,     498,,
Wrentham,03500000,ELA,         286,59,          50,10,         236,48,         168,34,          33,7,         487,100,     503,          51,         362
Wrentham,03500000,MATH,         295,61,          54,11,         241,49,         166,34,          26,5,         487,100,     504,          55,         363
Wrentham,03500000,SCI,          87,63,          19,14,          68,49,          40,29,          11,8,         138,99,     505,,
State,00000000,ELA,"     167,837",42,"      28,720",7,"     139,117",35,"     153,112",39,"      75,912",19,"     396,861",99,     494,          50,"     312,244"
State,00000000,MATH,"     161,150",41,"      28,489",7,"     132,661",33,"     162,685",41,"      73,120",18,"     396,955",99,     494,          50,"     312,136"
State,00000000,SCI,"      55,025",41,"       9,432",7,"      45,593",34,"      53,418",40,"      25,055",19,"     133,498",98,     494,,
